book_id,title,subtitle,authors,publisher,published_date,description,page_count,categories,average_rating,ratings_count,language,preview_link,info_link,isbn_13,isbn_10,list_price,currency,buyable,search_category,thumbnail,published_year
gpX1UXa7UYIC,Red Azalea,A Memoir,Anchee Min,Anchor,2011-02-23,"A revelatory and disturbing portrait of China, this is Anchee Min’s celebrated memoir of growing up in the last years of Mao’s China. As a child, Min was asked to publicly humiliate a teacher; at seventeen, she was sent to work at a labor collective. Forbidden to speak, dress, read, write, or love as she pleased, she found a lifeline in a secret love affair with another woman. Miraculously selected for the film version of one of Madame Mao’s political operas, Min’s life changed overnight. Then Chairman Mao suddenly died, taking with him an entire world. This national bestseller and New York Times Notable Book is exceptional for its candor, its poignancy, its courage, and for its prose which Newsweek calls ""as delicate and evocative as a traditional Chinese brush painting.""",321.0,Biography & Autobiography,5.0,1,en,http://books.google.com/books?id=gpX1UXa7UYIC&printsec=frontcover&dq=memoir&hl=&cd=294&source=gbs_api,https://play.google.com/store/books/details?id=gpX1UXa7UYIC&source=gbs_api,9780307781024.0,030778102X,10.99,USD,True,memoir,http://books.google.com/books/content?id=gpX1UXa7UYIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2011
yBkfjW8ZQJAC,War,The New Edition,Gwynne Dyer,Vintage Canada,2010-10-22,"A revised edition of Dyer’s classic book, widely regarded as one of the most compelling analyses of the history of armed conflict. “War is part of our history, but it is not in at all the same sense part of our prehistory. It is one of the innovations that occurred between nine and eleven thousand years ago when the first civilized societies were coming into being. What has been invented can be changed; war is not in our genes.” With this provocative statement, Gwynne Dyer launches his brilliant discussion of the history and nature of war. He traces the growth of organized warfare through history, showing conclusively that the basic tenet has remained unchanged—war is an act of mass violence applied against an enemy so that he will do what you want him to do. The only real change has been technological, permitting us to make war on a mass scale. At the height of the Cold War, just such a global conflagration seemed almost inevitable. But the collapse of the Iron Curtain and the ensuing political changes have forced a re-examination of the accepted fundamentals of history. Will open access to the channels of mass communication create enough shared values that we can move beyond mass warfare? Is the threat of terrorism a red herring designed to preserve the military status quo? Are our traditional military and administrative hierarchical structures still relevant? Now, more than ever in our post–September 11 world, we need Gwynne Dyer’s expertise to understand the greatest and most human drama—the act of war. Excerpt from War: The Siamese twins, army and state, have never been separated since they were born some eight or nine thousand years ago — and most of the time the state is the stronger of the twins. Armies exist to serve the interests of the state that owns them and their legitimacy comes solely from the fact that they belong to states; similar groups of armed men, if self-employed, are generally known as rebels or bandits. This is the context in which warfare, as opposed to casual and illegitimate violence, must be seen: it is something states do, and have always done, because they believe it serves their interest.",493.0,History,5.0,2,en,http://books.google.com/books?id=yBkfjW8ZQJAC&printsec=frontcover&dq=war+history&hl=&cd=292&source=gbs_api,https://play.google.com/store/books/details?id=yBkfjW8ZQJAC&source=gbs_api,9780307369017.0,0307369013,13.99,USD,True,war history,http://books.google.com/books/content?id=yBkfjW8ZQJAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2010
zzEPfGYudxMC,Black Athena,The Afroasiatic Roots of Classical Civilization,Martin Bernal,Rutgers University Press,2008,"""Letter correspondences""--P. [731]-739.",612.0,History,5.0,2,en,http://books.google.com/books?id=zzEPfGYudxMC&pg=PA389&dq=ancient+history&hl=&cd=138&source=gbs_api,https://play.google.com/store/books/details?id=zzEPfGYudxMC&source=gbs_api,9780813537542.0,0813537541,29.95,USD,True,ancient history,http://books.google.com/books/content?id=zzEPfGYudxMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2008
P-1CpL6XDTYC,Ethical Theory,An Anthology,Russ Shafer-Landau,John Wiley & Sons,2012-06-20,"The second edition of Ethical Theory: An Anthology features a comprehensive collection of more than 80 essays from classic and contemporary philosophers that address questions at the heart of moral philosophy. Brings together 82 classic and contemporary pieces by renowned philosophers, from seminal works by Hume and Kant to contemporary views by Derek Parfit, Susan Wolf, Judith Jarvis Thomson, and many more Features updates and the inclusion of a new section on feminist ethics, along with a general introduction and section introductions by Russ Shafer-Landau Guides readers through key areas in ethical theory including consequentialism, deontology, contractarianism, and virtue ethics Includes underrepresented topics such as moral knowledge, moral standing, moral responsibility, and ethical particularism",817.0,Philosophy,5.0,1,en,http://books.google.com/books?id=P-1CpL6XDTYC&pg=PA54&dq=philosophy+ethics&hl=&cd=132&source=gbs_api,https://play.google.com/store/books/details?id=P-1CpL6XDTYC&source=gbs_api,9781118316825.0,1118316827,66.0,USD,True,philosophy ethics,http://books.google.com/books/content?id=P-1CpL6XDTYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2012
MSxBZnf_LRkC,Invitation to Sociology,A Humanistic Perspective,Peter L. Berger,Open Road Media,2011-04-26,"DIVThe most popularly read, adapted, anthologized, and incorporated primer on sociology ever written for modern readers/divDIV /divDIVAcclaimed scholar and sociologist Peter L. Berger lays the groundwork for a clear understanding of sociology in his straightforward introduction to the field, much loved by students, professors, and general readers. Berger aligns sociology in the humanist tradition—revealing its relationship to the humanities and philosophy—and establishes its importance in thinking critically about the modern world./divDIV /divDIVThroughout, Berger presents the contributions of some of the most important sociologists of the time, including Max Weber, Émile Durkheim, Vilfredo Pareto, and Thorstein Veblen./div",243.0,Social Science,5.0,2,en,http://books.google.com/books?id=MSxBZnf_LRkC&printsec=frontcover&dq=sociology&hl=&cd=11&source=gbs_api,https://play.google.com/store/books/details?id=MSxBZnf_LRkC&source=gbs_api,9781453215401.0,1453215409,17.99,USD,True,sociology,http://books.google.com/books/content?id=MSxBZnf_LRkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2011
yAuzCwAAQBAJ,The Startup Checklist,"25 Steps to a Scalable, High-Growth Business",David S. Rose,John Wiley & Sons,2016-04-27,"25 Steps to Found and Scale a High-Growth Business The Startup Checklist is the entrepreneur's essential companion. While most entrepreneurship books focus on strategy, this invaluable guide provides the concrete steps that will get your new business off to a strong start. You'll learn the ins and outs of startup execution, management, legal issues, and practical processes throughout the launch and growth phases, and how to avoid the critical missteps that threaten the foundation of your business. Instead of simply referring you to experts, this discussion shows you exactly which experts you need, what exactly you need them to do, and which tools you will use to support them—and you'll gain enough insight to ask smart questions that help you get your money's worth. If you're ready to do big things, this book has you covered from the first business card to the eventual exit. Over two thirds of startups are built on creaky foundations, and over two thirds of startup costs go directly toward cleaning up legal and practical problems caused by an incomplete or improper start. This book helps you sidestep the messy and expensive clean up process by giving you the specific actions you need to take right from the very beginning. Understand the critical intricacies of legally incorporating and running a startup Learn which experts you need, and what exactly you need from them Make more intelligent decisions independent of your advisors Avoid the challenges that threaten to derail great young companies The typical American startup costs over $30,000 and requires working with over two dozen professionals and service providers before it even opens for business—and the process is so complex that few founders do it correctly. Their startups errors often go unnoticed until the founder tries to seek outside capital, at which point they can cost thousands of dollars to fix. . . or even completely derail an investment. The Startup Checklist helps you avoid these problems and lay a strong foundation, so you can focus on building your business.",320.0,Business & Economics,5.0,1,en,http://books.google.com/books?id=yAuzCwAAQBAJ&printsec=frontcover&dq=entrepreneurship+startup&hl=&cd=8&source=gbs_api,https://play.google.com/store/books/details?id=yAuzCwAAQBAJ&source=gbs_api,9781119164043.0,1119164044,20.0,USD,True,entrepreneurship startup,http://books.google.com/books/content?id=yAuzCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2016
PXa2bby0oQ0C,JavaScript: The Good Parts,The Good Parts,Douglas Crockford,"""O'Reilly Media, Inc.""",2008-05-08,"Most programming languages contain good and bad parts, but JavaScript has more than its share of the bad, having been developed and released in a hurry before it could be refined. This authoritative book scrapes away these bad features to reveal a subset of JavaScript that's more reliable, readable, and maintainable than the language as a whole—a subset you can use to create truly extensible and efficient code. Considered the JavaScript expert by many people in the development community, author Douglas Crockford identifies the abundance of good ideas that make JavaScript an outstanding object-oriented programming language-ideas such as functions, loose typing, dynamic objects, and an expressive object literal notation. Unfortunately, these good ideas are mixed in with bad and downright awful ideas, like a programming model based on global variables. When Java applets failed, JavaScript became the language of the Web by default, making its popularity almost completely independent of its qualities as a programming language. In JavaScript: The Good Parts, Crockford finally digs through the steaming pile of good intentions and blunders to give you a detailed look at all the genuinely elegant parts of JavaScript, including: Syntax Objects Functions Inheritance Arrays Regular expressions Methods Style Beautiful features The real beauty? As you move ahead with the subset of JavaScript that this book presents, you'll also sidestep the need to unlearn all the bad parts. Of course, if you want to find out more about the bad parts and how to use them badly, simply consult any other JavaScript book. With JavaScript: The Good Parts, you'll discover a beautiful, elegant, lightweight and highly expressive language that lets you create effective code, whether you're managing object libraries or just trying to get Ajax to run fast. If you develop sites or applications for the Web, this book is an absolute must.",174.0,Computers,4.5,37,en,http://books.google.com/books?id=PXa2bby0oQ0C&printsec=frontcover&dq=javascript&hl=&cd=3&source=gbs_api,https://play.google.com/store/books/details?id=PXa2bby0oQ0C&source=gbs_api,9780596554873.0,0596554877,23.99,USD,True,javascript,http://books.google.com/books/content?id=PXa2bby0oQ0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2008
-DozEAAAQBAJ,Deep Learning with JavaScript,Neural networks in TensorFlow.js,"Stanley Bileschi, Eric Nielsen, Shanqing Cai",Simon and Schuster,2020-01-24,"Summary Deep learning has transformed the fields of computer vision, image processing, and natural language applications. Thanks to TensorFlow.js, now JavaScript developers can build deep learning apps without relying on Python or R. Deep Learning with JavaScript shows developers how they can bring DL technology to the web. Written by the main authors of the TensorFlow library, this new book provides fascinating use cases and in-depth instruction for deep learning apps in JavaScript in your browser or on Node. Foreword by Nikhil Thorat and Daniel Smilkov. About the technology Running deep learning applications in the browser or on Node-based backends opens up exciting possibilities for smart web applications. With the TensorFlow.js library, you build and train deep learning models with JavaScript. Offering uncompromising production-quality scalability, modularity, and responsiveness, TensorFlow.js really shines for its portability. Its models run anywhere JavaScript runs, pushing ML farther up the application stack. About the book In Deep Learning with JavaScript, you’ll learn to use TensorFlow.js to build deep learning models that run directly in the browser. This fast-paced book, written by Google engineers, is practical, engaging, and easy to follow. Through diverse examples featuring text analysis, speech processing, image recognition, and self-learning game AI, you’ll master all the basics of deep learning and explore advanced concepts, like retraining existing models for transfer learning and image generation. What's inside - Image and language processing in the browser - Tuning ML models with client-side data - Text and image creation with generative deep learning - Source code samples to test and modify About the reader For JavaScript programmers interested in deep learning. About the author Shanging Cai, Stanley Bileschi and Eric D. Nielsen are software engineers with experience on the Google Brain team, and were crucial to the development of the high-level API of TensorFlow.js. This book is based in part on the classic, Deep Learning with Python by François Chollet. TOC: PART 1 - MOTIVATION AND BASIC CONCEPTS 1 • Deep learning and JavaScript PART 2 - A GENTLE INTRODUCTION TO TENSORFLOW.JS 2 • Getting started: Simple linear regression in TensorFlow.js 3 • Adding nonlinearity: Beyond weighted sums 4 • Recognizing images and sounds using convnets 5 • Transfer learning: Reusing pretrained neural networks PART 3 - ADVANCED DEEP LEARNING WITH TENSORFLOW.JS 6 • Working with data 7 • Visualizing data and models 8 • Underfitting, overfitting, and the universal workflow of machine learning 9 • Deep learning for sequences and text 10 • Generative deep learning 11 • Basics of deep reinforcement learning PART 4 - SUMMARY AND CLOSING WORDS 12 • Testing, optimizing, and deploying models 13 • Summary, conclusions, and beyond",868.0,Computers,5.0,1,en,http://books.google.com/books?id=-DozEAAAQBAJ&printsec=frontcover&dq=javascript&hl=&cd=162&source=gbs_api,https://play.google.com/store/books/details?id=-DozEAAAQBAJ&source=gbs_api,9781638351542.0,1638351546,36.99,USD,True,javascript,http://books.google.com/books/content?id=-DozEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2020
HxDlAwAAQBAJ,Thinking In C++ Programming :,The Definitive Beginner's To Expert's Guide.,Harry. H. Chaudhary.,Createspace LLC USA,2014-06-23,"This C++ Programming book gives a good start and complete introduction for C++ Programming for Beginner’s. It has been comprehensively updated for the long-awaited C++Beginner’s from the Best selling Programming Author Harry H Chaudhary. The primary aim of this book is to help the reader understand how the facilities offered by C++ support key programming techniques. The aim is to take the reader far beyond the point where he or she gets code running primarily by copying examples and emulating programming styles from other languages. Anyone can learn C++ Programming through This Book I promise. Most Imp. Feature of this book is-- 1) Learn C++ without fear, 2) This book is for everyone, 3) 160 End of book examples, 4) 200 Practical Codes, 5) At last it goes to Expert level topics such as: *Software Design & Development Using C++*, 6) 101 Rules, for Software Design & Development using C++ @ the end of this book. 7) Very Easy Definitions for each topic with code examples and output. While reading this book it is fun and easy to read it. This book is best suitable for first time C++ readers, Covers all fast track topics of C++ for all Computer Science students and Professionals. This book introduces standard C++ and the key programming and design techniques supported by C++. Standard C++ is a far more powerful and polished language than the version of C++ introduced by the first edition of this book. This book presents every major C++ language feature and the standard library. It is organized around language and library facilities. However, features are presented in the context of their use. That is, the focus is on the language as the tool for design and programming rather than on the language in itself. This book demonstrates key techniques that make C++ effective and teaches the fundamental concepts necessary for mastery. As everyone knows that Author Harry is basically known for his Easy way- Programming without fear technique. His book presents world’s easiest definitions and codes for beginners. || Inside Chapters. || 1 (Introduction To C++ Programming) 2 (Inside The C++ Language) 3 (Pointers & References) 4 (Understanding Functions) 5 (Structure-Unions-Enumerated Data Types) 6 (Object Oriented Programming Concept) 7 (C++ Classes and Objects) 8 (Constructors and Destructors) 9 (Operator Overloading) 10 (Console Input / Output Streams) 11 (Inheritance Concept in C++) 12 (Virtual Functions-Polymorphism Concept) 13 (Templates Concept In C++) 14 (Exception Handling In C++) 15 (New Features of ANSI C++ Standard) 16 (Working With Files) 17 (String Classes’) 18 (Your Brain On C++ ( 160 Multiple Choice Questions)) 19 (Your Brain On C++ (100 Practical Programming Questions)) 20 (Software Design & Development Using C++)",259.0,Computers,5.0,1,en,http://books.google.com/books?id=HxDlAwAAQBAJ&printsec=frontcover&dq=c%2B%2B+programming&hl=&cd=10&source=gbs_api,https://play.google.com/store/books/details?id=HxDlAwAAQBAJ&source=gbs_api,9781500310790.0,1500310794,5.99,USD,True,c++ programming,http://books.google.com/books/content?id=HxDlAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2014
i-5FDgAAQBAJ,"Computer hardware, Ubuntu Linux, Windows 10, Internet Introductions","Learn computer basic hardware, Linux, Window 10, Internet & Short Office 2016 introduction in this book",Lalit Mali,Notion Press,2017-03-07,"This book will help its readers to know more about the basics of computer hardware and its peripheral devices, number system, operating system. This book also contains information about Windows 10 operating system and its interface, Linux introduction, installing linux, Ubuntu linux interface root/console & command line control and its structure, understating internet & its concept as well as tips about Microsoft office 2016, detail explanation about Microsoft office application menu & tab complete description.",559.0,Computers,1.0,1,en,http://books.google.com/books?id=i-5FDgAAQBAJ&pg=RA1-PT95&dq=c%2B%2B+programming&hl=&cd=247&source=gbs_api,https://play.google.com/store/books/details?id=i-5FDgAAQBAJ&source=gbs_api,9781946869036.0,1946869031,14.0,USD,True,c++ programming,http://books.google.com/books/content?id=i-5FDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2017
Kx1-DwAAQBAJ,The Innovation in Computing Companion,"A Compendium of Select, Pivotal Inventions",Gerard O’Regan,Springer,2018-12-08,"This encyclopedic reference provides a concise and engaging overview of the groundbreaking inventions and conceptual innovations that have shaped the field of computing, and the technology that runs the modern world. Each alphabetically-ordered entry presents a brief account of a pivotal innovation and the great minds behind it, selected from a wide range of diverse topics. Topics and features: Describes the development of Babbage’s computing machines, Leibniz’s binary arithmetic, Boole’s symbolic logic, and Von Neumann architecture Reviews a range of historical analog and digital computers, significant mainframes and minicomputers, and pioneering home and personal computers Discusses a selection of programming languages and operating systems, along with key concepts in software engineering and commercial computing Examines the invention of the transistor, the integrated circuit, and the microprocessor Relates the history of such developments in personal computing as the mouse, the GUI, Atari video games, and Microsoft Office Surveys innovations in communications, covering mobile phones, WiFi, the Internet and World Wide Web, e-commerce, smartphones, social media, and GPS Presents coverage of topics on artificial intelligence, the ATM, digital photography and digital music, robotics, and Wikipedia Contains self-test quizzes and a helpful glossary This enjoyable compendium will appeal to the general reader curious about the intellectual milestones that led to the digital age, as well as to the student of computer science seeking a primer on the history of their field. Dr. Gerard O'Regan is a CMMI software process improvement consultant with research interests including software quality and software process improvement, mathematical approaches to software quality, and the history of computing. He is the author of such Springer titles as World of Computing, Concise Guide to Formal Methods, Concise Guide to Software Engineering, and Guide to Discrete Mathematics.",287.0,Computers,4.0,1,en,http://books.google.com/books?id=Kx1-DwAAQBAJ&pg=PA67&dq=c%2B%2B+programming&hl=&cd=290&source=gbs_api,https://play.google.com/store/books/details?id=Kx1-DwAAQBAJ&source=gbs_api,9783030026196.0,3030026191,29.99,USD,False,c++ programming,http://books.google.com/books/content?id=Kx1-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2018
Om21DwAAQBAJ,Flutter Recipes,Mobile Development Solutions for iOS and Android,Fu Cheng,Apress,2019-10-10,"Take advantage of this comprehensive reference to solving common problems when developing with Flutter. Along with an introduction to the basic concepts of Flutter development, the recipes in this book cover all important aspects of this emerging technology, including development, testing, debugging, performance tuning, app publishing, and continuous integration. Although Flutter presents a rich, cross-platform mobile development framework, helpful documentation is not easily found. Here you’ll review solutions to various scenarios and use creative, tested ways to accomplish everything from simple to complex development tasks. Flutter is developed using Dart and contains a unique technology stack that sets it apart from its competitors. This book takes the mystery out of working with the Dart language and integrating Flutter into your already existing workflows and development projects. With Flutter Recipes, you’ll learn how to build and deploy apps freshly started in Flutter, as well as apps already in progress, while side-stepping any potential roadblocks you may face along the way. What You'll Learn Debug with Dart Observatory Program accessibility and localization features Build and release apps for iOS and Android Incorporate reactive programming Who This Book Is For Mobile developers with some experience in other frameworks who would like to work with the growing and popular Flutter.",550.0,Computers,5.0,1,en,http://books.google.com/books?id=Om21DwAAQBAJ&printsec=frontcover&dq=mobile+development&hl=&cd=4&source=gbs_api,https://play.google.com/store/books/details?id=Om21DwAAQBAJ&source=gbs_api,9781484249826.0,1484249828,44.99,USD,False,mobile development,http://books.google.com/books/content?id=Om21DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2019
-eqpCAAAQBAJ,Machine Learning,An Artificial Intelligence Approach,"R.S. Michalski, J.G. Carbonell, T.M. Mitchell",Springer Science & Business Media,2013-04-17,"The ability to learn is one of the most fundamental attributes of intelligent behavior. Consequently, progress in the theory and computer modeling of learn ing processes is of great significance to fields concerned with understanding in telligence. Such fields include cognitive science, artificial intelligence, infor mation science, pattern recognition, psychology, education, epistemology, philosophy, and related disciplines. The recent observance of the silver anniversary of artificial intelligence has been heralded by a surge of interest in machine learning-both in building models of human learning and in understanding how machines might be endowed with the ability to learn. This renewed interest has spawned many new research projects and resulted in an increase in related scientific activities. In the summer of 1980, the First Machine Learning Workshop was held at Carnegie-Mellon University in Pittsburgh. In the same year, three consecutive issues of the Inter national Journal of Policy Analysis and Information Systems were specially devoted to machine learning (No. 2, 3 and 4, 1980). In the spring of 1981, a special issue of the SIGART Newsletter No. 76 reviewed current research projects in the field. . This book contains tutorial overviews and research papers representative of contemporary trends in the area of machine learning as viewed from an artificial intelligence perspective. As the first available text on this subject, it is intended to fulfill several needs.",564.0,Computers,2.0,1,en,http://books.google.com/books?id=-eqpCAAAQBAJ&printsec=frontcover&dq=machine+learning+AI&hl=&cd=3&source=gbs_api,https://play.google.com/store/books/details?id=-eqpCAAAQBAJ&source=gbs_api,9783662124055.0,366212405X,129.0,USD,False,machine learning AI,http://books.google.com/books/content?id=-eqpCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2013
ozDnDwAAQBAJ,Hands-On Machine Learning with C++,"Build, train, and deploy end-to-end machine learning and deep learning pipelines",Kirill Kolodiazhnyi,Packt Publishing Ltd,2020-05-15,"Implement supervised and unsupervised machine learning algorithms using C++ libraries such as PyTorch C++ API, Caffe2, Shogun, Shark-ML, mlpack, and dlib with the help of real-world examples and datasets Key Features Become familiar with data processing, performance measuring, and model selection using various C++ libraries Implement practical machine learning and deep learning techniques to build smart models Deploy machine learning models to work on mobile and embedded devices Book DescriptionC++ can make your machine learning models run faster and more efficiently. This handy guide will help you learn the fundamentals of machine learning (ML), showing you how to use C++ libraries to get the most out of your data. This book makes machine learning with C++ for beginners easy with its example-based approach, demonstrating how to implement supervised and unsupervised ML algorithms through real-world examples. This book will get you hands-on with tuning and optimizing a model for different use cases, assisting you with model selection and the measurement of performance. You’ll cover techniques such as product recommendations, ensemble learning, and anomaly detection using modern C++ libraries such as PyTorch C++ API, Caffe2, Shogun, Shark-ML, mlpack, and dlib. Next, you’ll explore neural networks and deep learning using examples such as image classification and sentiment analysis, which will help you solve various problems. Later, you’ll learn how to handle production and deployment challenges on mobile and cloud platforms, before discovering how to export and import models using the ONNX format. By the end of this C++ book, you will have real-world machine learning and C++ knowledge, as well as the skills to use C++ to build powerful ML systems.What you will learn Explore how to load and preprocess various data types to suitable C++ data structures Employ key machine learning algorithms with various C++ libraries Understand the grid-search approach to find the best parameters for a machine learning model Implement an algorithm for filtering anomalies in user data using Gaussian distribution Improve collaborative filtering to deal with dynamic user preferences Use C++ libraries and APIs to manage model structures and parameters Implement a C++ program to solve image classification tasks with LeNet architecture Who this book is for You will find this C++ machine learning book useful if you want to get started with machine learning algorithms and techniques using the popular C++ language. As well as being a useful first course in machine learning with C++, this book will also appeal to data analysts, data scientists, and machine learning developers who are looking to implement different machine learning models in production using varied datasets and examples. Working knowledge of the C++ programming language is mandatory to get started with this book.",515.0,Computers,5.0,1,en,http://books.google.com/books?id=ozDnDwAAQBAJ&printsec=frontcover&dq=machine+learning+AI&hl=&cd=180&source=gbs_api,https://play.google.com/store/books/details?id=ozDnDwAAQBAJ&source=gbs_api,9781789952476.0,1789952476,47.99,USD,True,machine learning AI,http://books.google.com/books/content?id=ozDnDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2020
yPt9DwAAQBAJ,Learn Keras for Deep Neural Networks,A Fast-Track Approach to Modern Deep Learning with Python,Jojo Moolayil,Apress,2018-12-07,"Learn, understand, and implement deep neural networks in a math- and programming-friendly approach using Keras and Python. The book focuses on an end-to-end approach to developing supervised learning algorithms in regression and classification with practical business-centric use-cases implemented in Keras. The overall book comprises three sections with two chapters in each section. The first section prepares you with all the necessary basics to get started in deep learning. Chapter 1 introduces you to the world of deep learning and its difference from machine learning, the choices of frameworks for deep learning, and the Keras ecosystem. You will cover a real-life business problem that can be solved by supervised learning algorithms with deep neural networks. You’ll tackle one use case for regression and another for classification leveraging popular Kaggle datasets. Later, you will see an interesting and challenging part of deep learning: hyperparameter tuning; helping you further improve your models when building robust deep learning applications. Finally, you’ll further hone your skills in deep learning and cover areas of active development and research in deep learning. At the end of Learn Keras for Deep Neural Networks, you will have a thorough understanding of deep learning principles and have practical hands-on experience in developing enterprise-grade deep learning solutions in Keras. What You’ll Learn Master fast-paced practical deep learning concepts with math- and programming-friendly abstractions. Design, develop, train, validate, and deploy deep neural networks using the Keras framework Use best practices for debugging and validating deep learning models Deploy and integrate deep learning as a service into a larger software service or product Extend deep learning principles into other popular frameworks Who This Book Is For Software engineers and data engineers with basic programming skills in any language and who are keen on exploring deep learning for a career move or an enterprise project.",192.0,Computers,5.0,1,en,http://books.google.com/books?id=yPt9DwAAQBAJ&printsec=frontcover&dq=deep+learning&hl=&cd=19&source=gbs_api,https://play.google.com/store/books/details?id=yPt9DwAAQBAJ&source=gbs_api,9781484242407.0,1484242408,44.99,USD,False,deep learning,http://books.google.com/books/content?id=yPt9DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2018
RrZTDwAAQBAJ,TensorFlow Deep Learning Projects,"10 real-world projects on computer vision, machine translation, chatbots, and reinforcement learning","Alexey Grigorev, Rajalingappaa Shanmugamani, Alberto Boschetti, Luca Massaron, Abhishek Thakur",Packt Publishing Ltd,2018-03-28,"Leverage the power of Tensorflow to design deep learning systems for a variety of real-world scenarios Key Features Build efficient deep learning pipelines using the popular Tensorflow framework Train neural networks such as ConvNets, generative models, and LSTMs Includes projects related to Computer Vision, stock prediction, chatbots and more Book Description TensorFlow is one of the most popular frameworks used for machine learning and, more recently, deep learning. It provides a fast and efficient framework for training different kinds of deep learning models, with very high accuracy. This book is your guide to master deep learning with TensorFlow with the help of 10 real-world projects. TensorFlow Deep Learning Projects starts with setting up the right TensorFlow environment for deep learning. Learn to train different types of deep learning models using TensorFlow, including Convolutional Neural Networks, Recurrent Neural Networks, LSTMs, and Generative Adversarial Networks. While doing so, you will build end-to-end deep learning solutions to tackle different real-world problems in image processing, recommendation systems, stock prediction, and building chatbots, to name a few. You will also develop systems that perform machine translation, and use reinforcement learning techniques to play games. By the end of this book, you will have mastered all the concepts of deep learning and their implementation with TensorFlow, and will be able to build and train your own deep learning models with TensorFlow confidently. What you will learn Set up the TensorFlow environment for deep learning Construct your own ConvNets for effective image processing Use LSTMs for image caption generation Forecast stock prediction accurately with an LSTM architecture Learn what semantic matching is by detecting duplicate Quora questions Set up an AWS instance with TensorFlow to train GANs Train and set up a chatbot to understand and interpret human input Build an AI capable of playing a video game by itself –and win it! Who this book is for This book is for data scientists, machine learning developers as well as deep learning practitioners, who want to build interesting deep learning projects that leverage the power of Tensorflow. Some understanding of machine learning and deep learning, and familiarity with the TensorFlow framework is all you need to get started with this book.",310.0,Computers,1.0,1,en,http://books.google.com/books?id=RrZTDwAAQBAJ&printsec=frontcover&dq=deep+learning&hl=&cd=60&source=gbs_api,https://play.google.com/store/books/details?id=RrZTDwAAQBAJ&source=gbs_api,9781788398381.0,1788398386,35.99,USD,True,deep learning,http://books.google.com/books/content?id=RrZTDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2018
DNO1DgAAQBAJ,Hacking the Hacker,Learn From the Experts Who Take Down Hackers,Roger A. Grimes,John Wiley & Sons,2017-04-19,"Meet the world's top ethical hackers and explore the tools of the trade Hacking the Hacker takes you inside the world of cybersecurity to show you what goes on behind the scenes, and introduces you to the men and women on the front lines of this technological arms race. Twenty-six of the world's top white hat hackers, security researchers, writers, and leaders, describe what they do and why, with each profile preceded by a no-experience-necessary explanation of the relevant technology. Dorothy Denning discusses advanced persistent threats, Martin Hellman describes how he helped invent public key encryption, Bill Cheswick talks about firewalls, Dr. Charlie Miller talks about hacking cars, and other cybersecurity experts from around the world detail the threats, their defenses, and the tools and techniques they use to thwart the most advanced criminals history has ever seen. Light on jargon and heavy on intrigue, this book is designed to be an introduction to the field; final chapters include a guide for parents of young hackers, as well as the Code of Ethical Hacking to help you start your own journey to the top. Cybersecurity is becoming increasingly critical at all levels, from retail businesses all the way up to national security. This book drives to the heart of the field, introducing the people and practices that help keep our world secure. Go deep into the world of white hat hacking to grasp just how critical cybersecurity is Read the stories of some of the world's most renowned computer security experts Learn how hackers do what they do—no technical expertise necessary Delve into social engineering, cryptography, penetration testing, network attacks, and more As a field, cybersecurity is large and multi-faceted—yet not historically diverse. With a massive demand for qualified professional that is only going to grow, opportunities are endless. Hacking the Hacker shows you why you should give the field a closer look.",324.0,Computers,4.5,4,en,http://books.google.com/books?id=DNO1DgAAQBAJ&printsec=frontcover&dq=cybersecurity+hacking&hl=&cd=3&source=gbs_api,https://play.google.com/store/books/details?id=DNO1DgAAQBAJ&source=gbs_api,9781119396239.0,1119396239,16.0,USD,True,cybersecurity hacking,http://books.google.com/books/content?id=DNO1DgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2017
